"id","status_group"
47963,"functional needs repair"
46737,"functional needs repair"
48582,"non functional"
35153,"functional needs repair"
11867,"functional"
48966,"functional needs repair"
58063,"functional needs repair"
7465,"functional needs repair"
61209,"non functional"
53603,"functional needs repair"
17532,"functional needs repair"
6669,"functional needs repair"
30594,"functional needs repair"
68559,"functional needs repair"
54311,"non functional"
21566,"functional needs repair"
58614,"functional needs repair"
26250,"functional needs repair"
36357,"non functional"
45805,"functional needs repair"
14034,"functional needs repair"
47789,"non functional"
16907,"functional needs repair"
18471,"functional needs repair"
51608,"functional needs repair"
46387,"functional"
34495,"functional needs repair"
25024,"functional"
15997,"functional needs repair"
8590,"functional needs repair"
37704,"non functional"
71242,"non functional"
66191,"functional needs repair"
16818,"functional"
833,"functional needs repair"
21723,"functional needs repair"
73697,"functional needs repair"
11830,"functional needs repair"
64198,"functional needs repair"
51555,"functional needs repair"
2158,"non functional"
66551,"non functional"
58004,"functional"
56352,"functional needs repair"
55692,"functional needs repair"
4366,"functional needs repair"
67658,"non functional"
54127,"non functional"
47689,"functional needs repair"
7494,"non functional"
9215,"functional"
73515,"functional needs repair"
70123,"non functional"
7017,"functional needs repair"
41948,"functional needs repair"
13367,"functional needs repair"
56128,"functional needs repair"
13364,"functional needs repair"
37281,"functional needs repair"
38955,"functional needs repair"
44964,"functional needs repair"
7063,"functional needs repair"
9207,"non functional"
46851,"functional needs repair"
34457,"functional"
7565,"functional needs repair"
62245,"functional needs repair"
904,"functional"
61462,"non functional"
34841,"non functional"
66342,"functional needs repair"
39805,"functional needs repair"
25256,"functional needs repair"
22661,"functional"
55789,"functional needs repair"
17006,"functional needs repair"
44184,"functional needs repair"
46739,"functional needs repair"
17105,"functional needs repair"
48588,"functional needs repair"
8383,"non functional"
35108,"functional needs repair"
28541,"functional needs repair"
64798,"functional needs repair"
25702,"functional needs repair"
216,"functional needs repair"
51858,"functional needs repair"
51525,"functional needs repair"
33424,"functional needs repair"
40171,"non functional"
59706,"non functional"
13273,"functional needs repair"
4640,"non functional"
15589,"non functional"
67738,"functional needs repair"
8663,"non functional"
50629,"functional needs repair"
70528,"functional needs repair"
36973,"functional needs repair"
16424,"functional"
16374,"non functional"
56271,"functional needs repair"
51690,"functional needs repair"
12954,"functional needs repair"
63750,"functional needs repair"
39700,"functional needs repair"
35671,"functional"
1717,"functional needs repair"
69405,"non functional"
53562,"functional needs repair"
15810,"functional"
63417,"non functional"
52281,"functional"
44264,"functional needs repair"
48363,"functional needs repair"
42668,"functional needs repair"
65699,"functional needs repair"
24461,"functional"
1051,"functional needs repair"
1272,"functional needs repair"
9055,"functional needs repair"
48418,"functional needs repair"
17133,"functional needs repair"
61176,"functional needs repair"
13633,"non functional"
60827,"functional needs repair"
12657,"non functional"
12181,"non functional"
69153,"functional needs repair"
14035,"functional"
44137,"functional"
31093,"functional needs repair"
30780,"functional needs repair"
19757,"non functional"
37301,"functional needs repair"
23880,"functional needs repair"
22366,"functional"
17408,"non functional"
22443,"non functional"
4844,"functional"
44626,"functional needs repair"
47616,"functional needs repair"
56174,"non functional"
41111,"functional needs repair"
65912,"functional needs repair"
46900,"functional"
59905,"functional needs repair"
8544,"functional needs repair"
35270,"functional needs repair"
60082,"non functional"
39830,"functional needs repair"
66566,"non functional"
17798,"functional needs repair"
22537,"functional needs repair"
13842,"functional"
39196,"non functional"
57348,"functional needs repair"
7954,"functional needs repair"
45278,"functional needs repair"
22127,"functional"
15447,"functional needs repair"
69428,"functional needs repair"
68152,"functional needs repair"
899,"functional needs repair"
55433,"functional needs repair"
32859,"non functional"
48230,"non functional"
49451,"non functional"
4371,"functional needs repair"
36252,"functional needs repair"
2459,"functional needs repair"
50494,"functional needs repair"
8542,"functional needs repair"
28294,"functional needs repair"
1290,"functional"
25117,"non functional"
31880,"functional needs repair"
59021,"functional needs repair"
52658,"functional"
53387,"non functional"
43999,"functional needs repair"
18620,"non functional"
16766,"functional needs repair"
20062,"non functional"
6046,"functional needs repair"
47640,"non functional"
65625,"functional needs repair"
60404,"functional needs repair"
30797,"non functional"
49406,"functional"
27394,"functional needs repair"
4236,"functional needs repair"
58382,"functional needs repair"
26222,"functional needs repair"
3105,"non functional"
33332,"functional needs repair"
31381,"functional needs repair"
62291,"functional needs repair"
59256,"functional needs repair"
1878,"functional needs repair"
41661,"non functional"
62360,"functional needs repair"
71825,"functional needs repair"
44440,"functional needs repair"
42899,"functional needs repair"
55652,"functional needs repair"
26674,"functional needs repair"
8508,"functional needs repair"
52316,"functional needs repair"
14280,"functional needs repair"
61322,"functional"
53323,"functional needs repair"
28538,"functional needs repair"
46953,"non functional"
20339,"functional needs repair"
32276,"functional needs repair"
38296,"functional needs repair"
16864,"functional"
69161,"functional needs repair"
48613,"functional"
30510,"non functional"
30194,"non functional"
61052,"functional needs repair"
58656,"functional needs repair"
55757,"non functional"
21717,"functional needs repair"
5832,"functional needs repair"
54580,"non functional"
63540,"non functional"
57665,"functional needs repair"
21491,"functional needs repair"
65846,"functional"
61344,"functional needs repair"
23080,"functional needs repair"
26709,"functional needs repair"
43982,"functional needs repair"
11728,"functional needs repair"
41653,"functional needs repair"
19316,"functional needs repair"
12455,"functional needs repair"
10081,"functional needs repair"
63295,"functional needs repair"
28465,"non functional"
66154,"functional needs repair"
19678,"functional needs repair"
11657,"functional needs repair"
73866,"functional needs repair"
73388,"non functional"
9913,"functional needs repair"
4378,"non functional"
8897,"non functional"
34534,"functional needs repair"
15834,"functional"
15482,"non functional"
57373,"functional needs repair"
2797,"functional needs repair"
9642,"functional"
9840,"non functional"
11789,"functional"
8930,"functional needs repair"
59431,"functional needs repair"
41955,"functional needs repair"
23955,"functional needs repair"
40219,"functional needs repair"
19114,"functional needs repair"
27231,"non functional"
51384,"functional needs repair"
59970,"functional needs repair"
14377,"functional needs repair"
28876,"non functional"
10215,"functional needs repair"
70796,"functional needs repair"
56815,"functional needs repair"
51927,"functional needs repair"
20645,"functional needs repair"
15216,"functional"
29019,"functional needs repair"
37375,"functional needs repair"
41382,"functional needs repair"
20971,"functional"
762,"functional needs repair"
29080,"functional"
60401,"non functional"
914,"functional needs repair"
31009,"functional needs repair"
71643,"functional needs repair"
28800,"functional needs repair"
41377,"functional needs repair"
50170,"functional needs repair"
59465,"non functional"
7315,"functional"
37788,"non functional"
68953,"functional needs repair"
33466,"functional needs repair"
